client_id,target
655ad82e-4d0f-41ab-bb74-11bd846f1dbe,0
b343ab3b-4161-4207-a773-96ea68d89c56,0
43058027-a095-4c90-a64f-ea3aa0b0153b,0
14837241-250b-4734-8258-d1735d0d577b,0
e823ca14-2b39-476a-8551-fa80702a379d,0
0d935ade-7d56-4caf-b6d5-aa7648c8430b,0
f5761c5f-5085-4f25-992c-531cb9c4425b,0
d820013a-5e15-44eb-9930-5bc701a988df,0
e23fd472-298f-409e-8f79-2e8c70d551e3,0
6fbac707-db5f-4775-be26-e6b101fefb5d,0
3fa28402-bc5b-486f-943c-27cc62d82fd6,0
36889506-2746-438d-9b4c-fae9f696d775,0
4aaa9034-12b6-47aa-aff5-39fd97cee544,0
3697db09-db59-420e-b4ee-b9b21b493f5e,0
e0062796-a400-4e08-a1d5-c79cc2e55a02,0
7bcd7df7-0b58-4ffb-b06d-d76d92f81a7a,0
9ac51c2b-792e-4b00-bd43-626aa4184c4e,0
e288a84e-bae4-4149-9733-24a451ade674,0
0a2c40fd-e2e9-48a5-bf63-d3daa3418e1e,0
ac05a42f-be96-4da3-99c8-d22dd2dee749,0
acfe025d-fd11-4288-afe4-af4b7fc75015,0
5206c110-f5b7-4b2b-bdab-eb823856c791,0
ad9dee00-7003-4e37-848e-0d19b120222a,0
a4bf84b1-a55b-46a7-b22a-aa36d6eea315,0
a84484cc-e34b-453f-ba8b-367c5ffec62d,0
21982c97-7027-43a8-a6f6-d53283c692a5,0
b744ecac-bff5-473b-9524-af737494fcba,0
b73be03f-3cf1-49e1-80c1-e88d64b4f4e6,0
cb912a5f-c66e-4320-bc69-8246fdd5ee75,0
ba0fdb12-1b43-45e3-9da1-69105a534f7e,0
fcaee6ea-6405-4582-a6a4-419a836d2c3c,0
10bbac39-9bd0-4c0d-907c-1c5260113103,0
410422ec-37d1-4e4d-a076-72207ff3ceee,0
6fdf0b33-78fb-4159-add9-8bc1948bd4cf,0
3760733a-513c-4d41-a87a-9a5ee73a5862,0
13af9f80-650b-4a7a-9917-c053a5409bce,0
730ccdf3-6985-4152-8ae5-449aec89da37,0
2c91f4b9-b636-49b7-9d06-c9a0a9b4fd26,0
14a9564a-3f44-454f-afb9-3622778cb3af,0
37d8c118-6f7c-4756-b51f-773dec44e6d8,0
41ae9e09-19b0-4f0e-90ee-86e145a0ff37,0
867117c7-8c07-4180-bb84-9fef158a72d6,0
65b4f87c-a5ae-4312-9dd9-4e41825c0a1c,0
edba4c7f-1907-406d-b2db-7b0ac8c81fb2,0
a1a84a7c-90a4-4017-b247-333f59067ce0,0
f2592ddd-8981-451a-929c-e9e355a78327,0
9218b94a-7f0e-4d09-a97d-d8243e96b5ef,0
9a47f0cb-d733-4ac4-9027-efbd568b71f8,0
95f075b7-bff5-431d-8189-62481880e4be,0
6da4822d-9fa7-4cb4-a1b6-f840a71318ea,0
da16ac9a-a3b7-41b4-9db0-090370acdec6,0
aadcf012-93bb-47f5-aea1-467f57224b1e,0
4773c746-bd5e-4cfd-8242-58ed7f42fa7e,0
af35c825-55b8-40e5-88e8-9dee5a9a29f0,0
657d9a12-b0b1-4f77-8e53-6e17f45fa282,0
0f76e4e7-e90a-4b94-997d-f2dfd4185b2e,0
9de44da2-ff37-40a2-8c37-ceb19fd80b3f,0
66caf223-843f-45b2-9b81-6b92aeedc19b,0
74036d74-6aba-4163-a91f-f36efe74625b,0
fc718ffe-d43c-4c35-9980-7a75d5c3aa45,0
01bfb227-d791-433f-98ae-e080c87d6226,0
4b6eaf5f-321e-4310-b3bd-33e5dfb2688f,0
2cc08ef2-ef1a-43de-baea-63096fcde68d,0
4368f222-81c4-4c48-9834-a91b4e68d1d3,0
277da72d-3ecc-405e-8682-5d1919a59084,0
204f5d32-5993-448a-a890-8ac2a2b181b4,0
a907af85-45ef-46c5-b506-3ac454800e38,0
b7c08512-413c-4f45-86ae-f7d61d12912d,0
19dd28ea-0d99-4e28-8a40-70c63904361b,0
78c7d49c-a42c-43e3-bb88-b6f56a432cbf,0
248e116f-7f3d-435f-8f0c-c62fb5ffd2c3,0
bf14fc65-cc52-4e00-b4e4-7ad59ea3e36a,0
7d35f60c-df7a-49aa-964f-13c445b03588,0
5eaed53f-1a46-4537-9560-de339a700728,0
f0ce51df-f344-4850-8bf3-4add84ee1471,0
b8c4e56a-9158-46a9-91f7-e5112b7c1686,1
b78b3d93-0b74-4b5a-8d71-f3e337d7256f,0
c05119e8-4fa3-4ca4-8e3f-55410c40f67f,0
1ddf212d-2d75-4cc4-9027-d3d12d7d75a4,0
7032cdaf-8623-49b9-bf7b-ddf620ec08e3,0
25ffdbaf-7531-426f-a6ee-83f00a964fcc,0
fbea6be8-5bc3-4c2d-a4ba-f319c7c8c383,0
bacd4274-2ea5-4eaf-b76e-19242cdb3e8b,0
